n_samples,mse,rmse,mae,r2,pearson_r,sampling_time_seconds
50,0.3857468275044133,0.621085201485604,0.5029450361748342,0.3104510220499048,0.5672409042513687,
55,0.40606470002298883,0.6372320613583319,0.5174898469687844,0.27413142787477496,0.5297776810857613,14.797699099988677
60,0.3851229128854675,0.6205827204212727,0.509968505806547,0.3115663123313712,0.5780824746783584,1.418570899986662
65,0.38376982762908374,0.6194915880212448,0.5097181005797238,0.3139850452647175,0.5791833006745528,1.4847527999663725
70,0.3783962011216458,0.6151391721567127,0.5048209037629282,0.3235907721350103,0.5873525120937457,1.4004241999937221
75,0.37604247050961187,0.6132230185744921,0.5017613053448342,0.32779822744552567,0.590020958918206,1.4397392999962904
80,0.3571577743196043,0.5976267851423699,0.48940446409049726,0.36155592038875217,0.6194705923515087,1.4149157000356354
85,0.3586670818818804,0.5988882048278129,0.4932323724485635,0.3588579293418448,0.6336945739852956,1.3969887999701314
90,0.3583406812107167,0.5986156372921749,0.4870482616544475,0.35944139298471967,0.6291318003391003,1.3768618000322022
95,0.3516739912462606,0.5930210715027423,0.48164936983348067,0.3713585596949197,0.6417711796212237,1.4162199000129476
100,0.3617483188878436,0.6014551678120685,0.49373820840928184,0.35335000632915425,0.6314522009508308,1.3773387999972329
105,0.34960024840622345,0.5912700300253881,0.4864313719409945,0.3750655176111518,0.6459725951403517,1.3698204000247642
110,0.34815640469270653,0.5900477986508437,0.48673522232370164,0.37764648752713614,0.6489229083117325,1.3712863000109792
115,0.35205054020759324,0.5933384701901548,0.4877507374216022,0.370685452535193,0.6380217151047494,1.4553799999994226
120,0.3458478183158724,0.588088274254701,0.4864345421587292,0.38177324441313354,0.6510116200003594,1.4421321999980137
125,0.3338410474537987,0.5777897952143138,0.4767660413938121,0.4032361729094909,0.666455374133237,1.3632556000375189
130,0.3438810952592299,0.5864137577335903,0.4786387373760773,0.3852888971079136,0.6421277714543029,1.4062388999736868
135,0.3483254155483221,0.5901909992098507,0.48021884735226517,0.3773443690016096,0.639355325034544,1.3839920000173151
140,0.33604982660249494,0.5796980477822009,0.4742435877720718,0.399287828306492,0.655971133441818,1.5040755000081845
145,0.3245469988826757,0.5696902657433034,0.46483347053259666,0.41984992378515584,0.672559644183753,1.6424082999583334
150,0.3247015981258027,0.5698259366910238,0.4658746768975415,0.41957356700788884,0.6692524455618177,1.4648343999870121
155,0.33623268758206526,0.579855747218276,0.4710146709511601,0.3989609517320678,0.6489295361045219,1.404168299981393
160,0.33817601075104,0.581529028296129,0.4742427528789226,0.39548712794546026,0.6468760563717519,1.3873231000034139
165,0.3403924488199158,0.5834316145187162,0.46945590980895024,0.3915250924960162,0.6370156844631578,1.4553986000246368
170,0.3281012579717833,0.5728012377533618,0.46655960071058006,0.4134964412740496,0.6598569279344423,1.4134461000212468
175,0.3212348472249719,0.5667758350750074,0.4581080956226519,0.42577062261542475,0.6644397787554305,1.3866257999907248
180,0.32589360291723685,0.5708709161598942,0.4633725277067128,0.41744277648146344,0.6591832382732428,1.400319500011392
185,0.32133700229716294,0.5668659473783576,0.456949209219337,0.4255880133997445,0.6635569652655992,1.3983482000185177
190,0.3216116877914013,0.5671081799722177,0.4575445629820718,0.425096994191537,0.6630084082570187,1.4116149000474252
195,0.32065039144697793,0.56626000339683,0.45625817947229286,0.426815377505517,0.6652963311079795,1.486290100030601
200,0.3189162387122196,0.5647266938194259,0.4561147922498066,0.42991529475849377,0.6653838660523133,1.399708400014788
205,0.3238430216755381,0.5690720707217479,0.45258385763359116,0.42110833144808424,0.656102103238438,1.4548630000208504
210,0.32778171868315253,0.5725222429593042,0.4575153890829282,0.4140676397238612,0.65032440038187,1.4256062000058591
215,0.3251268926687446,0.5701989939211964,0.4567539509649447,0.41881332376931024,0.656522445485927,1.427747100009583
220,0.3224093098809857,0.5678109807682357,0.4549618062971547,0.42367118986225305,0.6623683800387415,1.4509048000327311
225,0.32380284999035785,0.5690367738471371,0.4609844594577624,0.42118014109753166,0.6609736568123906,1.3625390999950469
230,0.3198511424520983,0.5655538369174931,0.4596288970855801,0.4282440900398815,0.6704048073029235,1.3769298999686725
235,0.31498227317721533,0.5612328154849958,0.4541795477083978,0.4369475286500921,0.673703118550858,1.3940729000023566
240,0.31966312531883956,0.565387588578702,0.456207033756906,0.42858018359355876,0.6688797668018297,1.3777281999937259
245,0.31289305135903905,0.5593684397238006,0.44820344707593923,0.4406821563040758,0.6783559169960872,1.4265563000226393
250,0.3101854571487994,0.5569429568176614,0.44459782023165745,0.4455221671278926,0.6798560436963879,1.356880799983628
255,0.3120956789255953,0.5586552415628043,0.44759504089334257,0.44210751435584217,0.6785816210817831,1.3420639000250958
260,0.3111630859333099,0.5578199404228124,0.4448564412550276,0.44377458845424544,0.6785071653335978,1.392041299957782
265,0.31367412068376793,0.5600661752719654,0.4471531631857735,0.4392859411801321,0.6712753181181125,1.3700866000144742
270,0.31101470030152245,0.5576869196076975,0.4432460507786464,0.4440398379739977,0.6754667867250275,1.3897233000025153
275,0.31104170948587484,0.5577111344467446,0.4446124410408011,0.44399155719982786,0.673379330148117,1.3909383999998681
280,0.31192784666253826,0.5585050104184727,0.4470509207007459,0.4424075260661309,0.6724826015312168,1.412539899989497
285,0.3088921345752847,0.5557806532934415,0.44392599585500003,0.4478340701563541,0.6758473649943165,1.4357559999916703
290,0.31354937839437036,0.5599548003137131,0.44535052463430935,0.43950892659965646,0.6691116657920178,1.403053699992597
295,0.30522888030178835,0.5524752304871128,0.436538596049779,0.4543823890540172,0.6809341780406819,1.532736700028181
300,0.30803908191446105,0.5550126862644322,0.435743128074558,0.4493589604431104,0.6750160853682059,1.506304699985776
305,0.3155558516832057,0.5617435817908432,0.4420623282025967,0.43592221763162287,0.6635215529926508,1.549288099980913
310,0.30761747896495406,0.5546327424205625,0.4359977689537292,0.4501126047045917,0.6760677543125717,1.3336609000107273
315,0.3048029275701018,0.5520896010341997,0.434209548636105,0.45514380885023353,0.6798259940451837,1.3208513999707066
320,0.30563148583865996,0.5528394756515312,0.43647242141922654,0.45366270397387565,0.680647973099883,1.3790003000176512
325,0.30654200491679623,0.553662356420225,0.43949520499980665,0.4520350885148068,0.6785768001977801,1.4137378000305034
330,0.3043236573405406,0.5516553791458402,0.43787677431143646,0.456000537339989,0.6803124153085113,1.407489999954123
335,0.3040386476018337,0.551396996366351,0.4395638251455525,0.45651001184507467,0.680657755856023,1.4518646999495104
340,0.3010359183839711,0.5486674023340289,0.4344759825533426,0.4618775967883737,0.6831162438997728,1.480554400011897
345,0.30302283760866966,0.5504751017154814,0.43405917157113266,0.45832584205451365,0.6791897809178448,1.3385400000261143
350,0.3019104665099982,0.54946379908962,0.4340164457568784,0.46031428187954715,0.6808939379831472,1.5322834000107832
355,0.3015988187402286,0.5491801332351969,0.434276231194779,0.460871373696777,0.6816177237103871,1.5564656000351533
360,0.30429639128615443,0.5516306656506276,0.4335655341841437,0.4560492772870065,0.6775358031745403,1.5525432999711484
365,0.3056046826159964,0.552815233704713,0.4361009511976796,0.4537106165773648,0.6768403699404096,1.5442422000342049
370,0.3045695313870304,0.5518781852791704,0.43596874814900555,0.4555610205756948,0.679449984254085,1.4332767000305466
375,0.30580578823596416,0.5529970960465924,0.4335548901383978,0.45335112645373654,0.6769322774344487,1.4201864000060596
380,0.30411983865452125,0.5514706144977457,0.434220215779558,0.4563648772557338,0.6795529959632342,1.37104779999936
385,0.30442581833358506,0.5517479663157673,0.4327079656781768,0.45581791754037604,0.678108622137502,1.3891298999660648
390,0.31239207704504074,0.558920456813884,0.43800939294513813,0.44157768233712624,0.6679553687386224,1.4862217000336386
395,0.3032698995231228,0.5506994638849059,0.43488964552936465,0.4578842018945577,0.6801824798580691,1.4698287000064738
400,0.2990132230504727,0.5468210155530534,0.430190486895221,0.4654933037766633,0.6860103705071938,1.3488446999690495
405,0.30173945084677234,0.5493081565449145,0.43451197671812153,0.4606199841365268,0.68265414521758,1.510889400029555
410,0.3005810763663039,0.5482527486171901,0.4357522226314917,0.46269065816969535,0.6836303333563427,1.4650093000382185
415,0.30370169277412334,0.5510913651783371,0.4387552560568785,0.4571123417684759,0.6796272880738787,1.3833097000024281
420,0.30125193314511084,0.5488642210466181,0.43530944244922654,0.46149145554975435,0.682804788736302,1.3241568999947049
425,0.30080030821560794,0.5484526490186805,0.43462039512488954,0.4622987661647766,0.6834132356562819,1.3897772999480367
430,0.3011779262866473,0.5487967987212091,0.4352165323142818,0.4616237478979376,0.6836335215784491,1.5694110000040382
435,0.31017589156263176,0.5569343691698616,0.44151118116546967,0.4455392662708929,0.6711088299166112,1.5897341999807395
440,0.3070465581944975,0.5541178197770736,0.4386974258233149,0.45113316483804944,0.6738055756204869,1.413332799973432
445,0.29765979894504824,0.5455820735187771,0.43055239799406075,0.46791264242596886,0.6862905611409482,1.4103922999929637
450,0.29846756209923225,0.546321848454949,0.43106348962102214,0.4664687102464179,0.6859503598917339,1.3796807000180706
455,0.3056854382322214,0.5528882692119823,0.43483511232679556,0.4535662603606412,0.6766808088262589,1.3400113999960013
460,0.2966818304998787,0.5446850746072254,0.426951254000884,0.4696608282663992,0.6892634250239629,1.3990377999725752
465,0.2967603938515946,0.5447571879760694,0.4268492059142542,0.4695203908732247,0.6888623875679607,1.415311299962923
470,0.294148683179209,0.5423547576809934,0.42651261046425415,0.4741890032802165,0.6938251289955986,1.337377399962861
475,0.29079930227755785,0.5392581035807973,0.42482823565447514,0.4801762519439082,0.6981700636694422,1.355568700004369
480,0.28551010099432056,0.5343314523723272,0.42129498964348067,0.4896310629209003,0.7044922865951823,1.3728056999971159
485,0.2906180002450727,0.539089974164863,0.4258071556009116,0.4805003417932252,0.6993811373538854,1.4542601999710314
490,0.2930439676589032,0.5413353560030079,0.42524135898066295,0.4761637582325272,0.6958923783918923,1.5474109000060707
495,0.2954981566051095,0.5435974214481794,0.42856214618143645,0.47177672674220705,0.6933697036432765,1.3347163000144064
500,0.2887616340745474,0.5373654567187469,0.4228282909532597,0.4838187239659786,0.7033129826045844,1.4738528999732807
505,0.29308251228963167,0.5413709562671715,0.42559071837842544,0.4760948570547878,0.6969299552310435,1.3810723000206053
510,0.28763206040836803,0.53631339756561,0.4208761350966298,0.48583791456327374,0.7047784503095008,1.4900041000219062
515,0.2860106389289757,0.5347996250269588,0.41985449101182326,0.4887363169459311,0.7052902348968663,1.2890970000298694
520,0.2816969793929898,0.5307513348009497,0.41569362641582874,0.49644727997188043,0.7110279054587721,1.3129005000228062
525,0.2833450602433861,0.5323016628223005,0.41729108285936467,0.49350122213046654,0.7087389222640851,1.3257018000003882
530,0.2894255937893593,0.5379828935843214,0.42216104774337015,0.48263185032216804,0.7016460308120673,1.4501869999803603
535,0.2880434319768079,0.5366967784296901,0.4225523044802486,0.48510255959895554,0.703187682477188,1.369423700030893
540,0.2866245869543625,0.5353733155045762,0.4222361672840884,0.4876388426357501,0.705670257900596,1.3320172000094317
545,0.2854923937939444,0.534314882624417,0.420362484764558,0.48966271575911224,0.707492601102519,1.3532858000253327
550,0.28896910155047517,0.5375584633790776,0.4221430816757459,0.4834478615873834,0.7021824618760999,1.2886029999936
555,0.29273245787278196,0.5410475560177516,0.42477520616599446,0.47672060339449784,0.6966275155079195,1.3707771999761462
560,0.29439222611226584,0.5425792348701394,0.42739182355455796,0.47375365354147003,0.694877022345376,1.352111899992451
565,0.288782253463715,0.5373846420058123,0.4225183321171547,0.4837818653900613,0.7020104740701846,1.4480001999763772
570,0.2875027205148721,0.5361928016253781,0.42240654078209944,0.48606911851625334,0.7050027521412945,1.341274899954442
575,0.27950167234600787,0.5286791771443319,0.41788203056265194,0.500371542266729,0.7161545963010509,1.3744530000258237
580,0.28601402503208595,0.5348027907856184,0.4217377815272652,0.4887302640537946,0.7056732882262582,1.6292037999955937
585,0.2844209373866813,0.5333112950113482,0.4190437181357458,0.4915780177599768,0.7068813951869493,1.4856045999913476
590,0.2877896102173659,0.5364602596813355,0.42182131320997235,0.48555628344663304,0.7051135097574844,1.2883516000001691
595,0.29060990027833994,0.5390824614827865,0.42582505811370164,0.4805148210407102,0.7006792268855787,1.3192974000121467
600,0.2939492248567977,0.5421708447129905,0.42480434710129833,0.47454554874619514,0.6949632162091707,1.3594322999706492
605,0.29227825729131074,0.5406276512455784,0.42402834878406076,0.47753251816451425,0.6968697159745942,1.3441741000278853
610,0.2920587342398969,0.5404245870053442,0.4218133324198066,0.47792493071322706,0.6978777547339737,1.3865431000012904
615,0.2790086797948283,0.5282127221061873,0.4162771780971823,0.5012528003499183,0.7151161129628614,1.301168999983929
620,0.2841699668617381,0.5330759484930249,0.4199510444280939,0.4920266448299381,0.7087488049160828,1.2647900999872945
625,0.286056158787289,0.5348421811967424,0.4223347289898067,0.48865494706927026,0.70567459154163,1.4013289000140503
630,0.27867720649821776,0.527898860103162,0.4166792810322099,0.501845331659571,0.7148177687906749,1.268226100015454
635,0.28538385956812795,0.5342133090518505,0.42093900074240326,0.48985672815052583,0.7044525278436532,1.3146676999749616
640,0.28377619589723235,0.5327064819365654,0.42109172172392273,0.49273053750451423,0.7074702938909012,1.2059064999921247
645,0.28384899460281837,0.5327748066517582,0.42175176178138124,0.49260040481267153,0.7071710043386098,1.382295300019905
650,0.2784061844047299,0.5276420987797789,0.41624107914143654,0.502329802287043,0.7144693278257053,1.1947909999871626
655,0.2843880564233518,0.5332804669433823,0.41990217189113255,0.4916367947428091,0.7065752001312163,1.2221629999694414
660,0.2840802852928438,0.5329918247898778,0.4170843782451933,0.4921869568008028,0.7060176167703848,1.2827051000203937
665,0.28470624416208196,0.5335787141201211,0.418184136328232,0.491068012281377,0.7047663559271197,1.2785871000378393
670,0.2803497007378672,0.529480595242042,0.41375436532198895,0.49885563320621307,0.7114629171485325,1.2091090999892913
675,0.2837058520613918,0.5326404528961275,0.4156406550845304,0.4928562819478911,0.7060269296981192,1.2641863000462763
680,0.2839209228030051,0.532842305755657,0.41488654450395024,0.49247182820908564,0.7056742801452607,1.3806230000336654
685,0.2828478830372601,0.5318344507807482,0.41632882780911606,0.4943899605721077,0.7070422607947611,1.3309297999949194
690,0.28428118772655864,0.5331802581928167,0.4160777018310498,0.4918278298865726,0.704984119170747,1.2794016000116244
695,0.28447438950452886,0.5333614060883378,0.4167396453435635,0.4914824684239796,0.7064482451996895,1.3991294999723323
700,0.2822279483008306,0.5312513042815336,0.4158364647443094,0.49549813653992136,0.7093533318161774,1.223330300010275
705,0.28340372589211227,0.5323567656112884,0.4171550690088674,0.4933963532495438,0.707480378827744,1.2836375000188127
710,0.2863688941701081,0.5351344636351766,0.41778584133491714,0.4880959110689307,0.7036283211191515,1.2411108000087552
715,0.2859150277080275,0.5347102277944826,0.4169513633199171,0.4889072285775625,0.7033621634114421,1.2529434000025503
720,0.2810499277267205,0.5301414223834245,0.4146842121506077,0.49760392931633113,0.7102202829306112,1.3023505000164732
725,0.2778194517405004,0.5270858106044028,0.4145744323176243,0.503378627267839,0.7145623301947919,1.2009040000266396
730,0.2801271208349215,0.52927036648099,0.41637486486284525,0.49925351008722685,0.7121735078951681,1.2525567000266165
735,0.2785339983195768,0.5277632028851356,0.4144481153896961,0.5021013261258245,0.7143882809219709,1.1770857999799773
740,0.280436852731029,0.5295628883626844,0.4176030019239779,0.49869984302590276,0.7117591272982027,1.2339860000065528
745,0.2798376895996036,0.5289968710678765,0.4155332687098619,0.49977088832152483,0.7130881771985133,1.1464977999567054
